SellerItemCode,StandardCode,SellPrice,Condition,ItemDescription
AA-4309228208,4309228208,2528,新品,"【商品情報】
タイトル：禅百題
著者名：鈴木大拙
出版社：河出書房新社
発行日：2020
ISBN：4309228208

【内容紹介】
禅とは何か―禅は無念を宗とする。無念とは、一切処に無心なることである。禅者は、意識の本源を窮めんとする。禅は、二元的・対象的・分別的知識では把握不可能である。禅は無分別の自覚、無分別の分別を本源とするのである。―隠れた代表傑作の記念復刊。禅入門の決定版。

------------------------------
【コンディション: 新品】
"
