SKU,ISBN,Price,Condition,Memo
YG20260527011342857946-410-852-1550,4865138005,3190,新品,"【商品情報】
タイトル：医者からもらった薬がわかる本
著者名：医薬制度研究会
出版社：法研
発行日：2020
ISBN：4865138005

【内容紹介】
主要先進国での承認・発売状況も掲載。薬の実力がわかる最新改訂版！処方薬１３，０００品目超を２０２０年４月新薬価にて掲載、ジェネリックの薬価もわかる。

------------------------------
新品 / "
