SKU,Identifier,Price,Condition,Description
YG20260527011342857946-410-852-1550,4865138005,3509,新品,"【商品情報】
タイトル：医者からもらった薬がわかる本
著者名：医薬制度研究会
出版社：法研
発行日：2020
ISBN：4865138005

【内容紹介】
主要先進国での承認・発売状況も掲載。薬の実力がわかる最新改訂版！処方薬１３，０００品目超を２０２０年４月新薬価にて掲載、ジェネリックの薬価もわかる。

------------------------------
【新品／バーゲンブック（自由価格本）】

本商品は、出版社の意思で定価販売から外れ、割引販売が可能になった「未使用の新品」です。古本ではありません。

【状態について】

裏表紙バーコード部分にBBシール、または本の「地」に赤丸・線引き・捺印等のマーキングがある場合があります。
帯は付属しない場合がございます。
発売から期間が経過している場合、表紙・カバー等に軽微なスレ、経年のヤケ・シミが見られることがあります。
いずれも読了に支障はありません。
マーキング・経年の程度には個体差があります。



【ご注意】

バーゲンブックの特性をご理解のうえご購入ください。
返品・交換はメルカリShopsのルールに準拠します（受取評価前にご連絡ください）。

検索用：
バーゲンブック 自由価格本 アウトレット 本 セール

------------------------------
【梱包・発送】

防水梱包にて発送します。
発送方法：メルカリBiz配送
発送目安：4〜7日以内"
